model_name,feature_set,case_mae,case_rmse,case_mape
LinearRegression,RPM_ONLY,0.2531216571197397,0.33392185577591404,7.0099082349934925
Ridge,VIB_FT_RPM,0.31145425287036815,0.4905734001602847,10.232173072525773
Ridge,VIB_FT,0.4157860563092427,0.8473068945186155,15.412661452188178
HistGradientBoostingRegressor,VIB_FT,0.45150113278688014,0.7988509612147776,15.689013399823498
RandomForestRegressor,VIB_FT,0.45931759821425067,0.7905946676582526,15.811912912104924
HistGradientBoostingRegressor,VIB_FT_RPM,0.576886994876401,0.8404505822253763,17.90126875760875
RandomForestRegressor,VIB_FT_RPM,0.6014901714378894,0.8714627312331943,18.326797202915245
